sample_accession,specimen_types,tissue_type
HRS024460,Patient Solid Tissue,Tumor
HRS024461,Patient Solid Tissue,Tumor
HRS024462,Patient Solid Tissue,Tumor
HRS024463,Patient Solid Tissue,Tumor
HRS024464,Patient Solid Tissue,Tumor
HRS024465,Patient Solid Tissue,Tumor
HRS024466,Patient Solid Tissue,Tumor
HRS024467,Patient Solid Tissue,Tumor
HRS024468,Patient Solid Tissue,Tumor
HRS024469,Patient Solid Tissue,Tumor
HRS024470,Patient Solid Tissue,Tumor
HRS024471,Patient Solid Tissue,Tumor
HRS024472,Patient Solid Tissue,Tumor
HRS024473,Patient Solid Tissue,Tumor
HRS024474,Patient Solid Tissue,Tumor
HRS024475,Patient Solid Tissue,Tumor
HRS024476,Patient Solid Tissue,Tumor
HRS024477,Patient Solid Tissue,Tumor
HRS024478,Patient Solid Tissue,Tumor
HRS024479,Patient Solid Tissue,Tumor
HRS024480,Patient Solid Tissue,Tumor
HRS024481,Patient Solid Tissue,Tumor
HRS024482,Patient Solid Tissue,Tumor
HRS024483,Patient Solid Tissue,Tumor
HRS024484,Patient Solid Tissue,Tumor
HRS024485,Patient Solid Tissue,Tumor
HRS024486,Patient Solid Tissue,Tumor
HRS024487,Patient Solid Tissue,Tumor
HRS024488,Patient Solid Tissue,Tumor
HRS024489,Patient Solid Tissue,Tumor
HRS024490,Patient Solid Tissue,Tumor
HRS024491,Patient Solid Tissue,Tumor
HRS024492,Patient Solid Tissue,Tumor
HRS024493,Patient Solid Tissue,Tumor
HRS024494,Patient Solid Tissue,Tumor
HRS024495,Patient Solid Tissue,Tumor
HRS024496,Patient Solid Tissue,Tumor
HRS024497,Patient Solid Tissue,Tumor
HRS024498,Patient Solid Tissue,Tumor
HRS024499,Patient Solid Tissue,Tumor
HRS024500,Patient Solid Tissue,Tumor
HRS024501,Patient Solid Tissue,Tumor
HRS024502,Patient Solid Tissue,Tumor
HRS024503,Patient Solid Tissue,Tumor
HRS024504,Patient Solid Tissue,Tumor
HRS024505,Patient Solid Tissue,Tumor
HRS024506,Patient Solid Tissue,Tumor
HRS024507,Patient Solid Tissue,Tumor
HRS024508,Patient Solid Tissue,Tumor
HRS024509,Patient Solid Tissue,Tumor
HRS024510,Patient Solid Tissue,Tumor
HRS024511,Patient Solid Tissue,Tumor
HRS024512,Patient Solid Tissue,Tumor
HRS024513,Patient Solid Tissue,Tumor
HRS024514,Patient Solid Tissue,Tumor
HRS024515,Patient Solid Tissue,Tumor
HRS024516,Patient Solid Tissue,Tumor
HRS024517,Patient Solid Tissue,Tumor
HRS024518,Patient Solid Tissue,Tumor
HRS024519,Patient Solid Tissue,Tumor
HRS024520,Patient Solid Tissue,Tumor
HRS024521,Patient Solid Tissue,Tumor
HRS024522,Patient Solid Tissue,Tumor
HRS024523,Patient Solid Tissue,Tumor
HRS024524,Patient Solid Tissue,Tumor
HRS024525,Patient Solid Tissue,Tumor
HRS024526,Patient Solid Tissue,Tumor
HRS024527,Patient Solid Tissue,Tumor
HRS024528,Patient Solid Tissue,Tumor
HRS024529,Patient Solid Tissue,Tumor
HRS024530,Patient Solid Tissue,Tumor
HRS024531,Patient Solid Tissue,Tumor
HRS024532,Patient Solid Tissue,Tumor
HRS024533,Patient Solid Tissue,Tumor
HRS024534,Patient Solid Tissue,Tumor
HRS024535,Patient Solid Tissue,Tumor
HRS024536,Patient Solid Tissue,Tumor
HRS024537,Patient Solid Tissue,Tumor
HRS024538,Patient Solid Tissue,Tumor
HRS024539,Patient Solid Tissue,Tumor
HRS024540,Patient Solid Tissue,Tumor
HRS024541,Patient Solid Tissue,Tumor
HRS024542,Patient Solid Tissue,Tumor
HRS024543,Patient Solid Tissue,Tumor
HRS024544,Patient Solid Tissue,Tumor
HRS024545,Patient Solid Tissue,Tumor
HRS024546,Patient Solid Tissue,Tumor
HRS024547,Patient Solid Tissue,Tumor
HRS024548,Patient Solid Tissue,Tumor
HRS024549,Patient Solid Tissue,Tumor
HRS024550,Patient Solid Tissue,Tumor
HRS024551,Patient Solid Tissue,Tumor
HRS024552,Patient Solid Tissue,Tumor
HRS024553,Patient Solid Tissue,Tumor
HRS024554,Patient Solid Tissue,Tumor
HRS024555,Patient Solid Tissue,Tumor
HRS024556,Patient Solid Tissue,Tumor
HRS024557,Patient Solid Tissue,Tumor
HRS024558,Patient Solid Tissue,Tumor
HRS024559,Patient Solid Tissue,Tumor
HRS024560,Patient Solid Tissue,Tumor
HRS024561,Patient Solid Tissue,Tumor
HRS024562,Patient Solid Tissue,Tumor
HRS024563,Patient Solid Tissue,Tumor
HRS024564,Patient Solid Tissue,Tumor
HRS024565,Patient Solid Tissue,Tumor
HRS024566,Patient Solid Tissue,Tumor
HRS024567,Patient Solid Tissue,Tumor
HRS024568,Patient Solid Tissue,Tumor
HRS024569,Patient Solid Tissue,Tumor
HRS024570,Patient Solid Tissue,Tumor
HRS024571,Patient Solid Tissue,Tumor
HRS024572,Patient Solid Tissue,Tumor
HRS024573,Patient Solid Tissue,Tumor
HRS024574,Patient Solid Tissue,Tumor
HRS024575,Patient Solid Tissue,Tumor
HRS024576,Patient Solid Tissue,Tumor
HRS024577,Patient Solid Tissue,Tumor
HRS024578,Patient Solid Tissue,Tumor
HRS024579,Patient Solid Tissue,Tumor
HRS024580,Patient Solid Tissue,Tumor
HRS024581,Patient Solid Tissue,Tumor
HRS024582,Patient Solid Tissue,Tumor
HRS024583,Patient Solid Tissue,Tumor
HRS024584,Patient Solid Tissue,Tumor
HRS024585,Patient Solid Tissue,Tumor
HRS024586,Patient Solid Tissue,Tumor
HRS024587,Patient Solid Tissue,Tumor
HRS024588,Patient Solid Tissue,Tumor
HRS024589,Patient Solid Tissue,Tumor
HRS024590,Patient Solid Tissue,Tumor
HRS024591,Patient Solid Tissue,Tumor
HRS024592,Patient Solid Tissue,Tumor
HRS024593,Patient Solid Tissue,Tumor
HRS024594,Patient Solid Tissue,Tumor
HRS024595,Patient Solid Tissue,Tumor
HRS024596,Patient Solid Tissue,Tumor
HRS024597,Patient Solid Tissue,Tumor
HRS024598,Patient Solid Tissue,Tumor
HRS024599,Patient Solid Tissue,Tumor
HRS024600,Patient Solid Tissue,Tumor
HRS024601,Patient Solid Tissue,Tumor
HRS024602,Patient Solid Tissue,Tumor
HRS024603,Patient Solid Tissue,Tumor
HRS024604,Patient Solid Tissue,Tumor
HRS024605,Patient Solid Tissue,Tumor
HRS024606,Patient Solid Tissue,Tumor
HRS024607,Patient Solid Tissue,Tumor
HRS024608,Patient Solid Tissue,Tumor
HRS024609,Patient Solid Tissue,Tumor
HRS024610,Patient Solid Tissue,Tumor
HRS024611,Patient Solid Tissue,Tumor
HRS024612,Patient Solid Tissue,Tumor
HRS024613,Patient Solid Tissue,Tumor
HRS024614,Patient Solid Tissue,Tumor
HRS024615,Patient Solid Tissue,Tumor
HRS024616,Patient Solid Tissue,Tumor
HRS024617,Patient Solid Tissue,Tumor
HRS024618,Patient Solid Tissue,Tumor
HRS024619,Patient Solid Tissue,Tumor
HRS024620,Patient Solid Tissue,Tumor
HRS024621,Patient Solid Tissue,Tumor
HRS024622,Patient Solid Tissue,Tumor
HRS024623,Patient Solid Tissue,Tumor
HRS024624,Patient Solid Tissue,Tumor
HRS024625,Patient Solid Tissue,Tumor
HRS024626,Patient Solid Tissue,Tumor
HRS024627,Patient Solid Tissue,Tumor
HRS024628,Patient Solid Tissue,Tumor
HRS024629,Patient Solid Tissue,Tumor
HRS024630,Patient Solid Tissue,Tumor
HRS024631,Patient Solid Tissue,Tumor
HRS024632,Patient Solid Tissue,Tumor
HRS024633,Patient Solid Tissue,Tumor
HRS024634,Patient Solid Tissue,Tumor
HRS024635,Patient Solid Tissue,Tumor
HRS024636,Patient Solid Tissue,Tumor
HRS024637,Patient Solid Tissue,Tumor
HRS024638,Patient Solid Tissue,Tumor
HRS024639,Patient Solid Tissue,Tumor
HRS024640,Patient Solid Tissue,Tumor
HRS024641,Patient Solid Tissue,Tumor
HRS024642,Patient Solid Tissue,Tumor
HRS024643,Patient Solid Tissue,Tumor
HRS024644,Patient Solid Tissue,Tumor
HRS024645,Patient Solid Tissue,Tumor
HRS024646,Patient Solid Tissue,Tumor
HRS024647,Patient Solid Tissue,Tumor
HRS024648,Patient Solid Tissue,Tumor
HRS024649,Patient Solid Tissue,Tumor
HRS024650,Patient Solid Tissue,Tumor
HRS024651,Patient Solid Tissue,Tumor
HRS024652,Patient Solid Tissue,Tumor
HRS024653,Patient Solid Tissue,Tumor
HRS024654,Patient Solid Tissue,Tumor
HRS024655,Patient Solid Tissue,Tumor
HRS024656,Patient Solid Tissue,Tumor
HRS024657,Patient Solid Tissue,Tumor
HRS024658,Patient Solid Tissue,Tumor
HRS024659,Patient Solid Tissue,Tumor
HRS024660,Patient Solid Tissue,Tumor
HRS024661,Patient Solid Tissue,Tumor
HRS024662,Patient Solid Tissue,Tumor
HRS024663,Patient Solid Tissue,Tumor
HRS024664,Patient Solid Tissue,Tumor
HRS024665,Patient Solid Tissue,Tumor
HRS024666,Patient Solid Tissue,Tumor
HRS024667,Patient Solid Tissue,Tumor
HRS024668,Patient Solid Tissue,Tumor
HRS024669,Patient Solid Tissue,Tumor
HRS024670,Patient Solid Tissue,Tumor
HRS024671,Patient Solid Tissue,Tumor
HRS024672,Patient Solid Tissue,Tumor
HRS024673,Patient Solid Tissue,Tumor
HRS024674,Patient Solid Tissue,Tumor
HRS024675,Patient Solid Tissue,Tumor
HRS024676,Patient Solid Tissue,Tumor
HRS024677,Patient Solid Tissue,Tumor
HRS024678,Patient Solid Tissue,Tumor
HRS024679,Patient Solid Tissue,Tumor
HRS024680,Patient Solid Tissue,Tumor
HRS024681,Patient Solid Tissue,Tumor
HRS024682,Patient Solid Tissue,Tumor
HRS024683,Patient Solid Tissue,Tumor
HRS024684,Patient Solid Tissue,Tumor
HRS024685,Patient Solid Tissue,Tumor
HRS024686,Patient Solid Tissue,Tumor
HRS024687,Patient Solid Tissue,Tumor
HRS024688,Patient Solid Tissue,Tumor
HRS024689,Patient Solid Tissue,Tumor
HRS024690,Patient Solid Tissue,Tumor
HRS024691,Patient Solid Tissue,Tumor
HRS024692,Patient Solid Tissue,Tumor
HRS024693,Patient Solid Tissue,Tumor
HRS024694,Patient Solid Tissue,Tumor
HRS024695,Patient Solid Tissue,Tumor
HRS024696,Patient Solid Tissue,Tumor
HRS024697,Patient Solid Tissue,Tumor
HRS024698,Patient Solid Tissue,Tumor
HRS024699,Patient Solid Tissue,Tumor
HRS024700,Patient Solid Tissue,Tumor
HRS024701,Patient Solid Tissue,Tumor
HRS024702,Patient Solid Tissue,Tumor
HRS024703,Patient Solid Tissue,Tumor
HRS024704,Patient Solid Tissue,Tumor
HRS024705,Patient Solid Tissue,Tumor
HRS024706,Patient Solid Tissue,Tumor
HRS024707,Patient Solid Tissue,Tumor
HRS024708,Patient Solid Tissue,Tumor
HRS024709,Patient Solid Tissue,Tumor
HRS024710,Patient Solid Tissue,Tumor
HRS024711,Patient Solid Tissue,Tumor
HRS024712,Patient Solid Tissue,Tumor
HRS024713,Patient Solid Tissue,Tumor
HRS024714,Patient Solid Tissue,Tumor
HRS024715,Patient Solid Tissue,Tumor
HRS024716,Patient Solid Tissue,Tumor
HRS024717,Patient Solid Tissue,Tumor
HRS024718,Patient Solid Tissue,Tumor
HRS024719,Patient Solid Tissue,Tumor
HRS024720,Patient Solid Tissue,Tumor
HRS024721,Patient Solid Tissue,Tumor
HRS024722,Patient Solid Tissue,Tumor
HRS024723,Patient Solid Tissue,Tumor
HRS024724,Patient Solid Tissue,Tumor
HRS024725,Patient Solid Tissue,Tumor
HRS024726,Patient Solid Tissue,Tumor
HRS024727,Patient Solid Tissue,Tumor
HRS024728,Patient Solid Tissue,Tumor
HRS024729,Patient Solid Tissue,Tumor
HRS024730,Patient Solid Tissue,Tumor
HRS024731,Patient Solid Tissue,Tumor
HRS024732,Patient Solid Tissue,Tumor
HRS024733,Patient Solid Tissue,Tumor
HRS024734,Patient Solid Tissue,Tumor
HRS024735,Patient Solid Tissue,Tumor
HRS024736,Patient Solid Tissue,Tumor
HRS024737,Patient Solid Tissue,Tumor
HRS024738,Patient Solid Tissue,Tumor
HRS024739,Patient Solid Tissue,Tumor
HRS024740,Patient Solid Tissue,Tumor
HRS024741,Patient Solid Tissue,Tumor
HRS024742,Patient Solid Tissue,Tumor
HRS024743,Patient Solid Tissue,Tumor
HRS024744,Patient Solid Tissue,Tumor
HRS024745,Patient Solid Tissue,Tumor
HRS024746,Patient Solid Tissue,Tumor
HRS024747,Patient Solid Tissue,Tumor
HRS024748,Patient Solid Tissue,Tumor
HRS024749,Patient Solid Tissue,Tumor
HRS024750,Patient Solid Tissue,Tumor
HRS024751,Patient Solid Tissue,Tumor
HRS024752,Patient Solid Tissue,Tumor
HRS024753,Patient Solid Tissue,Tumor
HRS024754,Patient Solid Tissue,Tumor
HRS024755,Patient Solid Tissue,Tumor
HRS024756,Patient Solid Tissue,Tumor
HRS024757,Patient Solid Tissue,Tumor
HRS024758,Patient Solid Tissue,Tumor
HRS024759,Patient Solid Tissue,Tumor
HRS024760,Patient Solid Tissue,Tumor
HRS024761,Patient Solid Tissue,Tumor
HRS024762,Patient Solid Tissue,Tumor
HRS024763,Patient Solid Tissue,Tumor
HRS024764,Patient Solid Tissue,Tumor
HRS024765,Patient Solid Tissue,Tumor
HRS024766,Patient Solid Tissue,Tumor
HRS024767,Patient Solid Tissue,Tumor
HRS024768,Patient Solid Tissue,Tumor
HRS024769,Patient Solid Tissue,Tumor
HRS024770,Patient Solid Tissue,Tumor
HRS024771,Patient Solid Tissue,Tumor
HRS024772,Patient Solid Tissue,Tumor
HRS024773,Patient Solid Tissue,Tumor
HRS024774,Patient Solid Tissue,Tumor
HRS024775,Patient Solid Tissue,Tumor
HRS024776,Patient Solid Tissue,Tumor
HRS024777,Patient Solid Tissue,Tumor
HRS024778,Patient Solid Tissue,Tumor
HRS024779,Patient Solid Tissue,Tumor
HRS024780,Patient Solid Tissue,Tumor
HRS024781,Patient Solid Tissue,Tumor
HRS024782,Patient Solid Tissue,Tumor
HRS024783,Patient Solid Tissue,Tumor
HRS024784,Patient Solid Tissue,Tumor
HRS024785,Patient Solid Tissue,Tumor
HRS024786,Patient Solid Tissue,Tumor
HRS024787,Patient Solid Tissue,Tumor
HRS024788,Patient Solid Tissue,Tumor
HRS024789,Patient Solid Tissue,Tumor
HRS024790,Patient Solid Tissue,Tumor
HRS024791,Patient Solid Tissue,Tumor
HRS024792,Patient Solid Tissue,Tumor
HRS024793,Patient Solid Tissue,Tumor
HRS024794,Patient Solid Tissue,Tumor
HRS024795,Patient Solid Tissue,Tumor
HRS024796,Patient Solid Tissue,Tumor
HRS024797,Patient Solid Tissue,Tumor
HRS024798,Patient Solid Tissue,Tumor
HRS024799,Patient Solid Tissue,Tumor
HRS024800,Patient Solid Tissue,Tumor
HRS024801,Patient Solid Tissue,Tumor
HRS024802,Patient Solid Tissue,Tumor
HRS024803,Patient Solid Tissue,Tumor
HRS024804,Patient Solid Tissue,Tumor
HRS024805,Patient Solid Tissue,Tumor
HRS024806,Patient Solid Tissue,Tumor
HRS024807,Patient Solid Tissue,Tumor
HRS024808,Patient Solid Tissue,Tumor
HRS024809,Patient Solid Tissue,Tumor
HRS024810,Patient Solid Tissue,Tumor
HRS024811,Patient Solid Tissue,Tumor
HRS024812,Patient Solid Tissue,Tumor
HRS024813,Patient Solid Tissue,Tumor
HRS024814,Patient Solid Tissue,Tumor
HRS024815,Patient Solid Tissue,Tumor
HRS024816,Patient Solid Tissue,Tumor
HRS024817,Patient Solid Tissue,Tumor
HRS024818,Patient Solid Tissue,Tumor
HRS024819,Patient Solid Tissue,Tumor
HRS024820,Patient Solid Tissue,Tumor
HRS024821,Patient Solid Tissue,Tumor
HRS024822,Patient Solid Tissue,Tumor
HRS024823,Patient Solid Tissue,Tumor
HRS024824,Patient Solid Tissue,Tumor
HRS024825,Patient Solid Tissue,Tumor
HRS024826,Patient Solid Tissue,Tumor
HRS024827,Patient Solid Tissue,Tumor
HRS024828,Patient Solid Tissue,Tumor
HRS024829,Patient Solid Tissue,Tumor
HRS024830,Patient Solid Tissue,Tumor
HRS024831,Patient Solid Tissue,Tumor
HRS024832,Patient Solid Tissue,Tumor
HRS024833,Patient Solid Tissue,Tumor
HRS024834,Patient Solid Tissue,Tumor
HRS024835,Patient Solid Tissue,Tumor
HRS024836,Patient Solid Tissue,Tumor
HRS024837,Patient Solid Tissue,Tumor
HRS024838,Patient Solid Tissue,Tumor
HRS024839,Patient Solid Tissue,Tumor
HRS024840,Patient Solid Tissue,Tumor
HRS024841,Patient Solid Tissue,Tumor
HRS024842,Patient Solid Tissue,Tumor
HRS024843,Patient Solid Tissue,Tumor
HRS024844,Patient Solid Tissue,Tumor
HRS024845,Patient Solid Tissue,Tumor
HRS024846,Patient Solid Tissue,Tumor
HRS024847,Patient Solid Tissue,Tumor
HRS024848,Patient Solid Tissue,Tumor
HRS024849,Patient Solid Tissue,Tumor
HRS024850,Patient Solid Tissue,Tumor
HRS024851,Patient Solid Tissue,Tumor
HRS024852,Patient Solid Tissue,Tumor
HRS024853,Patient Solid Tissue,Tumor
HRS024854,Patient Solid Tissue,Tumor
HRS024855,Patient Solid Tissue,Tumor
HRS024856,Patient Solid Tissue,Tumor
HRS024857,Patient Solid Tissue,Tumor
HRS024858,Patient Solid Tissue,Tumor
HRS024859,Patient Solid Tissue,Tumor
HRS024860,Patient Solid Tissue,Tumor
HRS024861,Patient Solid Tissue,Tumor
HRS024862,Patient Solid Tissue,Tumor
HRS024863,Patient Solid Tissue,Tumor
HRS024864,Patient Solid Tissue,Tumor
HRS024865,Patient Solid Tissue,Tumor
HRS024866,Patient Solid Tissue,Tumor
HRS024867,Patient Solid Tissue,Tumor
HRS024868,Patient Solid Tissue,Tumor
HRS024869,Patient Solid Tissue,Tumor
HRS024870,Patient Solid Tissue,Tumor
HRS024871,Patient Solid Tissue,Tumor
HRS024872,Patient Solid Tissue,Tumor
HRS024873,Patient Solid Tissue,Tumor
HRS024874,Patient Solid Tissue,Tumor
HRS024875,Patient Solid Tissue,Tumor
HRS024876,Patient Solid Tissue,Tumor
HRS024877,Patient Solid Tissue,Tumor
HRS024878,Patient Solid Tissue,Tumor
HRS024879,Patient Solid Tissue,Tumor
HRS024880,Patient Solid Tissue,Tumor
HRS024881,Patient Solid Tissue,Tumor
HRS024882,Patient Solid Tissue,Tumor
HRS024883,Patient Solid Tissue,Tumor
HRS024884,Patient Solid Tissue,Tumor
HRS024885,Patient Solid Tissue,Tumor
HRS024886,Patient Solid Tissue,Tumor
HRS024887,Patient Solid Tissue,Tumor
HRS024888,Patient Solid Tissue,Tumor
HRS024889,Patient Solid Tissue,Tumor
HRS024890,Patient Solid Tissue,Tumor
HRS024891,Patient Solid Tissue,Tumor
HRS024892,Patient Solid Tissue,Tumor
HRS024893,Patient Solid Tissue,Tumor
HRS024894,Patient Solid Tissue,Tumor
HRS024895,Patient Solid Tissue,Tumor
HRS024896,Patient Solid Tissue,Tumor
HRS024897,Patient Solid Tissue,Tumor
HRS024898,Patient Solid Tissue,Tumor
HRS024899,Patient Solid Tissue,Tumor
HRS024900,Patient Solid Tissue,Tumor
HRS024901,Patient Solid Tissue,Tumor
HRS024902,Patient Solid Tissue,Tumor
HRS024903,Patient Solid Tissue,Tumor
HRS024904,Patient Solid Tissue,Tumor
HRS024905,Patient Solid Tissue,Tumor
HRS024906,Patient Solid Tissue,Tumor
HRS024907,Patient Solid Tissue,Tumor
HRS024908,Patient Solid Tissue,Tumor
HRS024909,Patient Solid Tissue,Tumor
HRS024910,Patient Solid Tissue,Tumor
HRS024911,Patient Solid Tissue,Tumor
HRS024912,Patient Solid Tissue,Tumor
HRS024913,Patient Solid Tissue,Tumor
HRS024914,Patient Solid Tissue,Tumor
HRS024915,Patient Solid Tissue,Tumor
HRS024916,Patient Solid Tissue,Tumor
HRS024917,Patient Solid Tissue,Tumor
HRS024918,Patient Solid Tissue,Tumor
HRS024919,Patient Solid Tissue,Tumor
HRS024920,Patient Solid Tissue,Tumor
HRS024921,Patient Solid Tissue,Tumor
HRS024922,Patient Solid Tissue,Tumor
HRS024923,Patient Solid Tissue,Tumor
HRS024924,Patient Solid Tissue,Tumor
HRS024925,Patient Solid Tissue,Tumor
HRS024926,Patient Solid Tissue,Tumor
HRS024927,Patient Solid Tissue,Tumor
HRS024928,Patient Solid Tissue,Tumor
HRS024929,Patient Solid Tissue,Tumor
HRS024930,Patient Solid Tissue,Tumor
HRS024931,Patient Solid Tissue,Tumor
HRS024932,Patient Solid Tissue,Tumor
HRS024933,Patient Solid Tissue,Tumor
HRS024934,Patient Solid Tissue,Tumor
HRS024935,Patient Solid Tissue,Tumor
HRS024936,Patient Solid Tissue,Tumor
HRS024937,Patient Solid Tissue,Tumor
HRS024938,Patient Solid Tissue,Tumor
HRS024939,Patient Solid Tissue,Tumor
HRS024940,Patient Solid Tissue,Tumor
HRS024941,Patient Solid Tissue,Tumor
HRS024942,Patient Solid Tissue,Tumor
HRS024943,Patient Solid Tissue,Tumor
HRS024944,Patient Solid Tissue,Tumor
HRS024945,Patient Solid Tissue,Tumor
HRS024946,Patient Solid Tissue,Tumor
HRS024947,Patient Solid Tissue,Tumor
HRS024948,Patient Solid Tissue,Tumor
HRS024949,Patient Solid Tissue,Tumor
HRS024950,Patient Solid Tissue,Tumor
HRS024951,Patient Solid Tissue,Tumor
HRS024952,Patient Solid Tissue,Tumor
HRS024953,Patient Solid Tissue,Tumor
HRS024954,Patient Solid Tissue,Tumor
HRS024955,Patient Solid Tissue,Tumor
HRS024956,Patient Solid Tissue,Tumor
HRS024957,Patient Solid Tissue,Tumor
HRS024958,Patient Solid Tissue,Tumor
HRS024959,Patient Solid Tissue,Tumor
HRS024960,Patient Solid Tissue,Tumor
HRS024961,Patient Solid Tissue,Tumor
HRS024962,Patient Solid Tissue,Tumor
HRS024963,Patient Solid Tissue,Tumor
HRS024964,Patient Solid Tissue,Tumor
HRS024965,Patient Solid Tissue,Tumor
HRS024966,Patient Solid Tissue,Tumor
HRS024967,Patient Solid Tissue,Tumor
HRS024968,Patient Solid Tissue,Tumor
HRS024969,Patient Solid Tissue,Tumor
HRS024970,Patient Solid Tissue,Tumor
HRS024971,Patient Solid Tissue,Tumor
HRS024972,Patient Solid Tissue,Tumor
HRS024973,Patient Solid Tissue,Tumor
HRS024974,Patient Solid Tissue,Tumor
HRS024975,Patient Solid Tissue,Tumor
HRS024976,Patient Solid Tissue,Tumor
HRS024977,Patient Solid Tissue,Tumor
HRS024978,Patient Solid Tissue,Tumor
HRS024979,Patient Solid Tissue,Tumor
HRS024980,Patient Solid Tissue,Tumor
HRS024981,Patient Solid Tissue,Tumor
HRS024982,Patient Solid Tissue,Tumor
HRS024983,Patient Solid Tissue,Tumor
HRS024984,Patient Solid Tissue,Tumor
HRS024985,Patient Solid Tissue,Tumor
HRS024986,Patient Solid Tissue,Tumor
HRS024987,Patient Solid Tissue,Tumor
HRS024988,Patient Solid Tissue,Tumor
HRS024989,Patient Solid Tissue,Tumor
HRS039792,Peritumoral,Normal
HRS039793,Patient Solid Tissue,Tumor
HRS039794,Peritumoral,Normal
HRS039795,Patient Solid Tissue,Tumor
HRS039796,Peritumoral,Normal
HRS039797,Patient Solid Tissue,Tumor
HRS039798,Peritumoral,Normal
HRS039799,Patient Solid Tissue,Tumor
HRS039800,Peritumoral,Normal
HRS039801,Patient Solid Tissue,Tumor
HRS039802,Peritumoral,Normal
HRS039803,Patient Solid Tissue,Tumor
HRS039804,Peritumoral,Normal
HRS039805,Patient Solid Tissue,Tumor
HRS039806,Peritumoral,Normal
HRS039807,Patient Solid Tissue,Tumor
HRS039808,Peritumoral,Normal
HRS039809,Patient Solid Tissue,Tumor
HRS039810,Peritumoral,Normal
HRS039811,Patient Solid Tissue,Tumor
HRS039812,Peritumoral,Normal
HRS039813,Patient Solid Tissue,Tumor
HRS039814,Peritumoral,Normal
HRS039815,Patient Solid Tissue,Tumor
HRS039816,Peritumoral,Normal
HRS039817,Patient Solid Tissue,Tumor
HRS039818,Peritumoral,Normal
HRS039819,Patient Solid Tissue,Tumor
HRS039820,Peritumoral,Normal
HRS039821,Patient Solid Tissue,Tumor
HRS039822,Peritumoral,Normal
HRS039823,Patient Solid Tissue,Tumor
HRS039824,Peritumoral,Normal
HRS039825,Patient Solid Tissue,Tumor
HRS039826,Peritumoral,Normal
HRS039827,Patient Solid Tissue,Tumor
HRS039828,Peritumoral,Normal
HRS039829,Patient Solid Tissue,Tumor
HRS039830,Peritumoral,Normal
HRS039831,Patient Solid Tissue,Tumor
HRS039832,Peritumoral,Normal
HRS039833,Patient Solid Tissue,Tumor
HRS039834,Peritumoral,Normal
HRS039835,Patient Solid Tissue,Tumor
HRS039836,Peritumoral,Normal
HRS039837,Patient Solid Tissue,Tumor
HRS039838,Peritumoral,Normal
HRS039839,Patient Solid Tissue,Tumor
HRS039840,Peritumoral,Normal
HRS039841,Patient Solid Tissue,Tumor
HRS039842,Peritumoral,Normal
HRS039843,Patient Solid Tissue,Tumor
HRS039844,Peritumoral,Normal
HRS039845,Patient Solid Tissue,Tumor
HRS039846,Peritumoral,Normal
HRS039847,Patient Solid Tissue,Tumor
HRS039848,Peritumoral,Normal
HRS039849,Patient Solid Tissue,Tumor
HRS039850,Peritumoral,Normal
HRS039851,Patient Solid Tissue,Tumor
HRS039852,Peritumoral,Normal
HRS039853,Patient Solid Tissue,Tumor
HRS039854,Peritumoral,Normal
HRS039855,Patient Solid Tissue,Tumor
HRS039856,Peritumoral,Normal
HRS039857,Patient Solid Tissue,Tumor
