files,study_accession
HRR757755_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757755/HRR757755_r2.fastq.gz,HRA003107
HRR758065_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758065/HRR758065_f1.fastq.gz,HRA003107
HRR758065_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758065/HRR758065_r2.fastq.gz,HRA003107
HRR757756_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757756/HRR757756_f1.fastq.gz,HRA003107
HRR757756_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757756/HRR757756_r2.fastq.gz,HRA003107
HRR758066_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758066/HRR758066_f1.fastq.gz,HRA003107
HRR758066_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758066/HRR758066_r2.fastq.gz,HRA003107
HRR758067_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758067/HRR758067_f1.fastq.gz,HRA003107
HRR758067_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758067/HRR758067_r2.fastq.gz,HRA003107
HRR758068_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758068/HRR758068_f1.fastq.gz,HRA003107
HRR758068_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758068/HRR758068_r2.fastq.gz,HRA003107
HRR757759_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757759/HRR757759_f1.fastq.gz,HRA003107
HRR757759_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757759/HRR757759_r2.fastq.gz,HRA003107
HRR758069_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758069/HRR758069_f1.fastq.gz,HRA003107
HRR758069_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758069/HRR758069_r2.fastq.gz,HRA003107
HRR757760_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757760/HRR757760_f1.fastq.gz,HRA003107
HRR757760_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757760/HRR757760_r2.fastq.gz,HRA003107
HRR758070_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758070/HRR758070_f1.fastq.gz,HRA003107
HRR758070_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758070/HRR758070_r2.fastq.gz,HRA003107
HRR757761_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757761/HRR757761_f1.fastq.gz,HRA003107
HRR757761_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757761/HRR757761_r2.fastq.gz,HRA003107
HRR758071_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758071/HRR758071_f1.fastq.gz,HRA003107
HRR758071_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758071/HRR758071_r2.fastq.gz,HRA003107
HRR757762_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757762/HRR757762_f1.fastq.gz,HRA003107
HRR757762_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757762/HRR757762_r2.fastq.gz,HRA003107
HRR758072_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758072/HRR758072_f1.fastq.gz,HRA003107
HRR758072_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758072/HRR758072_r2.fastq.gz,HRA003107
HRR757763_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757763/HRR757763_f1.fastq.gz,HRA003107
HRR757763_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757763/HRR757763_r2.fastq.gz,HRA003107
HRR758073_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758073/HRR758073_f1.fastq.gz,HRA003107
HRR758073_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758073/HRR758073_r2.fastq.gz,HRA003107
HRR757764_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757764/HRR757764_f1.fastq.gz,HRA003107
HRR757764_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757764/HRR757764_r2.fastq.gz,HRA003107
HRR758074_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758074/HRR758074_f1.fastq.gz,HRA003107
HRR758074_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758074/HRR758074_r2.fastq.gz,HRA003107
HRR757765_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757765/HRR757765_f1.fastq.gz,HRA003107
HRR757765_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757765/HRR757765_r2.fastq.gz,HRA003107
HRR758075_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758075/HRR758075_f1.fastq.gz,HRA003107
HRR758075_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758075/HRR758075_r2.fastq.gz,HRA003107
HRR757766_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757766/HRR757766_f1.fastq.gz,HRA003107
HRR757766_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757766/HRR757766_r2.fastq.gz,HRA003107
HRR758076_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758076/HRR758076_f1.fastq.gz,HRA003107
HRR758076_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758076/HRR758076_r2.fastq.gz,HRA003107
HRR757767_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757767/HRR757767_f1.fastq.gz,HRA003107
HRR757767_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757767/HRR757767_r2.fastq.gz,HRA003107
HRR758077_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758077/HRR758077_f1.fastq.gz,HRA003107
HRR758077_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758077/HRR758077_r2.fastq.gz,HRA003107
HRR757768_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757768/HRR757768_f1.fastq.gz,HRA003107
HRR757768_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757768/HRR757768_r2.fastq.gz,HRA003107
HRR758078_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758078/HRR758078_f1.fastq.gz,HRA003107
HRR758078_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758078/HRR758078_r2.fastq.gz,HRA003107
HRR757769_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757769/HRR757769_f1.fastq.gz,HRA003107
HRR757769_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757769/HRR757769_r2.fastq.gz,HRA003107
HRR758079_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758079/HRR758079_f1.fastq.gz,HRA003107
HRR758079_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758079/HRR758079_r2.fastq.gz,HRA003107
HRR757770_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757770/HRR757770_f1.fastq.gz,HRA003107
HRR757770_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757770/HRR757770_r2.fastq.gz,HRA003107
HRR758080_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758080/HRR758080_f1.fastq.gz,HRA003107
HRR758080_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758080/HRR758080_r2.fastq.gz,HRA003107
HRR757771_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757771/HRR757771_f1.fastq.gz,HRA003107
HRR757771_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757771/HRR757771_r2.fastq.gz,HRA003107
HRR758081_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758081/HRR758081_f1.fastq.gz,HRA003107
HRR758081_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758081/HRR758081_r2.fastq.gz,HRA003107
HRR757772_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757772/HRR757772_f1.fastq.gz,HRA003107
HRR757772_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757772/HRR757772_r2.fastq.gz,HRA003107
HRR758082_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758082/HRR758082_f1.fastq.gz,HRA003107
HRR758082_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758082/HRR758082_r2.fastq.gz,HRA003107
HRR757773_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757773/HRR757773_f1.fastq.gz,HRA003107
HRR757773_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757773/HRR757773_r2.fastq.gz,HRA003107
HRR758083_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758083/HRR758083_f1.fastq.gz,HRA003107
HRR758083_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758083/HRR758083_r2.fastq.gz,HRA003107
HRR757774_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757774/HRR757774_f1.fastq.gz,HRA003107
HRR757774_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757774/HRR757774_r2.fastq.gz,HRA003107
HRR758084_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758084/HRR758084_f1.fastq.gz,HRA003107
HRR758084_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758084/HRR758084_r2.fastq.gz,HRA003107
HRR757775_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757775/HRR757775_f1.fastq.gz,HRA003107
HRR757775_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757775/HRR757775_r2.fastq.gz,HRA003107
HRR758085_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758085/HRR758085_f1.fastq.gz,HRA003107
HRR758085_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758085/HRR758085_r2.fastq.gz,HRA003107
HRR757776_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757776/HRR757776_f1.fastq.gz,HRA003107
HRR757776_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757776/HRR757776_r2.fastq.gz,HRA003107
HRR758086_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758086/HRR758086_f1.fastq.gz,HRA003107
HRR758086_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758086/HRR758086_r2.fastq.gz,HRA003107
HRR757777_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757777/HRR757777_f1.fastq.gz,HRA003107
HRR757777_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757777/HRR757777_r2.fastq.gz,HRA003107
HRR758087_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758087/HRR758087_f1.fastq.gz,HRA003107
HRR758087_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758087/HRR758087_r2.fastq.gz,HRA003107
HRR757778_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757778/HRR757778_f1.fastq.gz,HRA003107
HRR757778_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757778/HRR757778_r2.fastq.gz,HRA003107
HRR758088_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758088/HRR758088_f1.fastq.gz,HRA003107
HRR758088_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758088/HRR758088_r2.fastq.gz,HRA003107
HRR757779_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757779/HRR757779_f1.fastq.gz,HRA003107
HRR757779_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757779/HRR757779_r2.fastq.gz,HRA003107
HRR758089_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758089/HRR758089_f1.fastq.gz,HRA003107
HRR758089_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758089/HRR758089_r2.fastq.gz,HRA003107
HRR757780_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757780/HRR757780_f1.fastq.gz,HRA003107
HRR757780_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757780/HRR757780_r2.fastq.gz,HRA003107
HRR758090_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758090/HRR758090_f1.fastq.gz,HRA003107
HRR758090_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758090/HRR758090_r2.fastq.gz,HRA003107
HRR757781_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757781/HRR757781_f1.fastq.gz,HRA003107
HRR757781_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757781/HRR757781_r2.fastq.gz,HRA003107
HRR758091_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758091/HRR758091_f1.fastq.gz,HRA003107
HRR758091_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758091/HRR758091_r2.fastq.gz,HRA003107
HRR757782_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757782/HRR757782_f1.fastq.gz,HRA003107
HRR757782_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757782/HRR757782_r2.fastq.gz,HRA003107
HRR758092_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758092/HRR758092_f1.fastq.gz,HRA003107
HRR758092_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758092/HRR758092_r2.fastq.gz,HRA003107
HRR757783_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757783/HRR757783_f1.fastq.gz,HRA003107
HRR757783_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757783/HRR757783_r2.fastq.gz,HRA003107
HRR758093_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758093/HRR758093_f1.fastq.gz,HRA003107
HRR758093_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758093/HRR758093_r2.fastq.gz,HRA003107
HRR757784_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757784/HRR757784_f1.fastq.gz,HRA003107
HRR757784_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757784/HRR757784_r2.fastq.gz,HRA003107
HRR758094_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758094/HRR758094_f1.fastq.gz,HRA003107
HRR758094_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758094/HRR758094_r2.fastq.gz,HRA003107
HRR757785_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757785/HRR757785_f1.fastq.gz,HRA003107
HRR757785_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757785/HRR757785_r2.fastq.gz,HRA003107
HRR758095_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758095/HRR758095_f1.fastq.gz,HRA003107
HRR758095_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758095/HRR758095_r2.fastq.gz,HRA003107
HRR757786_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757786/HRR757786_f1.fastq.gz,HRA003107
HRR757786_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757786/HRR757786_r2.fastq.gz,HRA003107
HRR758096_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758096/HRR758096_f1.fastq.gz,HRA003107
HRR758096_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758096/HRR758096_r2.fastq.gz,HRA003107
HRR757787_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757787/HRR757787_f1.fastq.gz,HRA003107
HRR757787_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757787/HRR757787_r2.fastq.gz,HRA003107
HRR758097_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758097/HRR758097_f1.fastq.gz,HRA003107
HRR758097_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758097/HRR758097_r2.fastq.gz,HRA003107
HRR757788_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757788/HRR757788_f1.fastq.gz,HRA003107
HRR757788_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757788/HRR757788_r2.fastq.gz,HRA003107
HRR758098_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758098/HRR758098_f1.fastq.gz,HRA003107
HRR758098_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758098/HRR758098_r2.fastq.gz,HRA003107
HRR757789_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757789/HRR757789_f1.fastq.gz,HRA003107
HRR757789_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757789/HRR757789_r2.fastq.gz,HRA003107
HRR758099_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758099/HRR758099_f1.fastq.gz,HRA003107
HRR758099_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758099/HRR758099_r2.fastq.gz,HRA003107
HRR757790_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757790/HRR757790_f1.fastq.gz,HRA003107
HRR757790_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757790/HRR757790_r2.fastq.gz,HRA003107
HRR758100_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758100/HRR758100_f1.fastq.gz,HRA003107
HRR758100_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758100/HRR758100_r2.fastq.gz,HRA003107
HRR757791_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757791/HRR757791_f1.fastq.gz,HRA003107
HRR757791_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757791/HRR757791_r2.fastq.gz,HRA003107
HRR758101_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758101/HRR758101_f1.fastq.gz,HRA003107
HRR758101_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758101/HRR758101_r2.fastq.gz,HRA003107
HRR757792_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757792/HRR757792_f1.fastq.gz,HRA003107
HRR757792_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757792/HRR757792_r2.fastq.gz,HRA003107
HRR758102_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758102/HRR758102_f1.fastq.gz,HRA003107
HRR758102_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758102/HRR758102_r2.fastq.gz,HRA003107
HRR757793_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757793/HRR757793_f1.fastq.gz,HRA003107
HRR757793_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757793/HRR757793_r2.fastq.gz,HRA003107
HRR758103_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758103/HRR758103_f1.fastq.gz,HRA003107
HRR758103_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758103/HRR758103_r2.fastq.gz,HRA003107
HRR757794_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757794/HRR757794_f1.fastq.gz,HRA003107
HRR757794_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757794/HRR757794_r2.fastq.gz,HRA003107
HRR758104_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758104/HRR758104_f1.fastq.gz,HRA003107
HRR758104_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758104/HRR758104_r2.fastq.gz,HRA003107
HRR757795_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757795/HRR757795_f1.fastq.gz,HRA003107
HRR757795_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757795/HRR757795_r2.fastq.gz,HRA003107
HRR758105_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758105/HRR758105_f1.fastq.gz,HRA003107
HRR758105_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758105/HRR758105_r2.fastq.gz,HRA003107
HRR757796_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757796/HRR757796_f1.fastq.gz,HRA003107
HRR757796_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757796/HRR757796_r2.fastq.gz,HRA003107
HRR758106_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758106/HRR758106_f1.fastq.gz,HRA003107
HRR758106_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758106/HRR758106_r2.fastq.gz,HRA003107
HRR757797_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757797/HRR757797_f1.fastq.gz,HRA003107
HRR757797_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757797/HRR757797_r2.fastq.gz,HRA003107
HRR758107_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758107/HRR758107_f1.fastq.gz,HRA003107
HRR758107_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758107/HRR758107_r2.fastq.gz,HRA003107
HRR757798_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757798/HRR757798_f1.fastq.gz,HRA003107
HRR757798_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757798/HRR757798_r2.fastq.gz,HRA003107
HRR758108_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758108/HRR758108_f1.fastq.gz,HRA003107
HRR758108_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758108/HRR758108_r2.fastq.gz,HRA003107
HRR757799_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757799/HRR757799_f1.fastq.gz,HRA003107
HRR757799_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757799/HRR757799_r2.fastq.gz,HRA003107
HRR758109_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758109/HRR758109_f1.fastq.gz,HRA003107
HRR758109_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758109/HRR758109_r2.fastq.gz,HRA003107
HRR757800_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757800/HRR757800_f1.fastq.gz,HRA003107
HRR757800_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757800/HRR757800_r2.fastq.gz,HRA003107
HRR758110_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758110/HRR758110_f1.fastq.gz,HRA003107
HRR758110_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758110/HRR758110_r2.fastq.gz,HRA003107
HRR757801_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757801/HRR757801_f1.fastq.gz,HRA003107
HRR757801_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757801/HRR757801_r2.fastq.gz,HRA003107
HRR758111_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758111/HRR758111_f1.fastq.gz,HRA003107
HRR758111_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758111/HRR758111_r2.fastq.gz,HRA003107
HRR757802_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757802/HRR757802_f1.fastq.gz,HRA003107
HRR757802_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757802/HRR757802_r2.fastq.gz,HRA003107
HRR758112_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758112/HRR758112_f1.fastq.gz,HRA003107
HRR758112_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758112/HRR758112_r2.fastq.gz,HRA003107
HRR757803_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757803/HRR757803_f1.fastq.gz,HRA003107
HRR757803_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757803/HRR757803_r2.fastq.gz,HRA003107
HRR758113_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758113/HRR758113_f1.fastq.gz,HRA003107
HRR758113_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758113/HRR758113_r2.fastq.gz,HRA003107
HRR757804_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757804/HRR757804_f1.fastq.gz,HRA003107
HRR757804_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757804/HRR757804_r2.fastq.gz,HRA003107
HRR758114_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758114/HRR758114_f1.fastq.gz,HRA003107
HRR758114_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758114/HRR758114_r2.fastq.gz,HRA003107
HRR758115_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758115/HRR758115_f1.fastq.gz,HRA003107
HRR758115_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758115/HRR758115_r2.fastq.gz,HRA003107
HRR757806_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757806/HRR757806_f1.fastq.gz,HRA003107
HRR757806_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757806/HRR757806_r2.fastq.gz,HRA003107
HRR758116_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758116/HRR758116_f1.fastq.gz,HRA003107
HRR758116_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758116/HRR758116_r2.fastq.gz,HRA003107
HRR757807_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757807/HRR757807_f1.fastq.gz,HRA003107
HRR757807_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757807/HRR757807_r2.fastq.gz,HRA003107
HRR758117_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758117/HRR758117_f1.fastq.gz,HRA003107
HRR758117_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758117/HRR758117_r2.fastq.gz,HRA003107
HRR757808_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757808/HRR757808_f1.fastq.gz,HRA003107
HRR757808_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR757808/HRR757808_r2.fastq.gz,HRA003107
HRR758118_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA003107/HRR758118/HRR758118_f1.fastq.gz,HRA003107
