files,study_accession
HRR026131_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026131_r2.fq.gz,HRA000074
HRR026132_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026132_f1.fq.gz,HRA000074
HRR026132_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026132_r2.fq.gz,HRA000074
HRR026133_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026133_f1.fq.gz,HRA000074
HRR026133_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026133_r2.fq.gz,HRA000074
HRR026134_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026134_f1.fq.gz,HRA000074
HRR026134_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026134_r2.fq.gz,HRA000074
HRR026135_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026135_f1.fq.gz,HRA000074
HRR026135_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026135_r2.fq.gz,HRA000074
HRR026136_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026136_f1.fq.gz,HRA000074
HRR026136_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026136_r2.fq.gz,HRA000074
HRR026137_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026137_f1.fq.gz,HRA000074
HRR026137_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026137_r2.fq.gz,HRA000074
HRR026138_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026138_f1.fq.gz,HRA000074
HRR026138_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026138_r2.fq.gz,HRA000074
HRR026139_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026139_f1.fq.gz,HRA000074
HRR026139_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026139_r2.fq.gz,HRA000074
HRR026140_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026140_f1.fq.gz,HRA000074
HRR026140_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026140_r2.fq.gz,HRA000074
HRR026141_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026141_f1.fq.gz,HRA000074
HRR026141_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026141_r2.fq.gz,HRA000074
HRR026142_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026142_f1.fq.gz,HRA000074
HRR026142_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026142_r2.fq.gz,HRA000074
HRR026143_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026143_f1.fq.gz,HRA000074
HRR026143_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026143_r2.fq.gz,HRA000074
HRR026144_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026144_f1.fq.gz,HRA000074
HRR026144_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026144_r2.fq.gz,HRA000074
HRR026145_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026145_f1.fq.gz,HRA000074
HRR026145_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026145_r2.fq.gz,HRA000074
HRR026146_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026146_f1.fq.gz,HRA000074
HRR026146_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026146_r2.fq.gz,HRA000074
HRR026147_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026147_f1.fq.gz,HRA000074
HRR026147_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026147_r2.fq.gz,HRA000074
HRR026148_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026148_f1.fq.gz,HRA000074
HRR026148_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026148_r2.fq.gz,HRA000074
HRR026149_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026149_f1.fq.gz,HRA000074
HRR026149_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026149_r2.fq.gz,HRA000074
HRR026150_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026150_f1.fq.gz,HRA000074
HRR026150_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026150_r2.fq.gz,HRA000074
HRR026151_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026151_f1.fq.gz,HRA000074
HRR026151_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026151_r2.fq.gz,HRA000074
HRR026152_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026152_f1.fq.gz,HRA000074
HRR026152_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026152_r2.fq.gz,HRA000074
HRR026153_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026153_f1.fq.gz,HRA000074
HRR026153_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026153_r2.fq.gz,HRA000074
HRR026154_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026154_f1.fq.gz,HRA000074
HRR026154_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026154_r2.fq.gz,HRA000074
HRR026155_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026155_f1.fq.gz,HRA000074
HRR026155_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026155_r2.fq.gz,HRA000074
HRR026156_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026156_f1.fq.gz,HRA000074
HRR026156_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026156_r2.fq.gz,HRA000074
HRR026157_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026157_f1.fq.gz,HRA000074
HRR026157_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026157_r2.fq.gz,HRA000074
HRR026158_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026158_f1.fq.gz,HRA000074
HRR026158_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026158_r2.fq.gz,HRA000074
HRR026159_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026159_f1.fq.gz,HRA000074
HRR026159_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026159_r2.fq.gz,HRA000074
HRR026160_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026160_f1.fq.gz,HRA000074
HRR026160_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026160_r2.fq.gz,HRA000074
HRR026161_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026161_f1.fq.gz,HRA000074
HRR026161_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026161_r2.fq.gz,HRA000074
HRR026162_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026162_f1.fq.gz,HRA000074
HRR026162_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026162_r2.fq.gz,HRA000074
HRR026163_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026163_f1.fq.gz,HRA000074
HRR026163_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026163_r2.fq.gz,HRA000074
HRR026164_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026164_f1.fq.gz,HRA000074
HRR026164_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026164_r2.fq.gz,HRA000074
HRR026165_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026165_f1.fq.gz,HRA000074
HRR026165_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026165_r2.fq.gz,HRA000074
HRR026166_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026166_f1.fq.gz,HRA000074
HRR026166_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026166_r2.fq.gz,HRA000074
HRR026167_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026167_f1.fq.gz,HRA000074
HRR026167_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026167_r2.fq.gz,HRA000074
HRR026168_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026168_f1.fq.gz,HRA000074
HRR026168_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026168_r2.fq.gz,HRA000074
HRR026169_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026169_f1.fq.gz,HRA000074
HRR026169_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026169_r2.fq.gz,HRA000074
HRR026170_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026170_f1.fq.gz,HRA000074
HRR026170_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026170_r2.fq.gz,HRA000074
HRR026171_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026171_f1.fq.gz,HRA000074
HRR026171_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026171_r2.fq.gz,HRA000074
HRR026172_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026172_f1.fq.gz,HRA000074
HRR026172_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026172_r2.fq.gz,HRA000074
HRR026173_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026173_f1.fq.gz,HRA000074
HRR026173_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026173_r2.fq.gz,HRA000074
HRR026174_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026174_f1.fq.gz,HRA000074
HRR026174_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026174_r2.fq.gz,HRA000074
HRR026175_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026175_f1.fq.gz,HRA000074
HRR026175_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026175_r2.fq.gz,HRA000074
HRR026176_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026176_f1.fq.gz,HRA000074
HRR026176_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026176_r2.fq.gz,HRA000074
HRR026177_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026177_f1.fq.gz,HRA000074
HRR026177_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026177_r2.fq.gz,HRA000074
HRR026178_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026178_f1.fq.gz,HRA000074
HRR026178_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026178_r2.fq.gz,HRA000074
HRR026179_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026179_f1.fq.gz,HRA000074
HRR026179_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026179_r2.fq.gz,HRA000074
HRR026180_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026180_f1.fq.gz,HRA000074
HRR026180_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026180_r2.fq.gz,HRA000074
HRR026181_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026181_f1.fq.gz,HRA000074
HRR026181_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026181_r2.fq.gz,HRA000074
HRR026182_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026182_f1.fq.gz,HRA000074
HRR026182_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026182_r2.fq.gz,HRA000074
HRR026183_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026183_f1.fq.gz,HRA000074
HRR026183_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026183_r2.fq.gz,HRA000074
HRR026184_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026184_f1.fq.gz,HRA000074
HRR026184_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026184_r2.fq.gz,HRA000074
HRR026185_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026185_f1.fq.gz,HRA000074
HRR026185_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026185_r2.fq.gz,HRA000074
HRR026186_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026186_f1.fq.gz,HRA000074
HRR026186_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026186_r2.fq.gz,HRA000074
HRR026187_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026187_f1.fq.gz,HRA000074
HRR026187_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026187_r2.fq.gz,HRA000074
HRR026188_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026188_f1.fq.gz,HRA000074
HRR026188_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026188_r2.fq.gz,HRA000074
HRR026189_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026189_f1.fq.gz,HRA000074
HRR026189_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026189_r2.fq.gz,HRA000074
HRR026190_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026190_f1.fq.gz,HRA000074
HRR026190_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026190_r2.fq.gz,HRA000074
HRR026191_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026191_f1.fq.gz,HRA000074
HRR026191_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026191_r2.fq.gz,HRA000074
HRR026192_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026192_f1.fq.gz,HRA000074
HRR026192_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026192_r2.fq.gz,HRA000074
HRR026193_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026193_f1.fq.gz,HRA000074
HRR026193_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026193_r2.fq.gz,HRA000074
HRR026194_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026194_f1.fq.gz,HRA000074
HRR026194_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026194_r2.fq.gz,HRA000074
HRR026195_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026195_f1.fq.gz,HRA000074
HRR026195_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026195_r2.fq.gz,HRA000074
HRR026196_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026196_f1.fq.gz,HRA000074
HRR026196_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026196_r2.fq.gz,HRA000074
HRR026197_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026197_f1.fq.gz,HRA000074
HRR026197_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026197_r2.fq.gz,HRA000074
HRR026198_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026198_f1.fq.gz,HRA000074
HRR026198_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026198_r2.fq.gz,HRA000074
HRR026199_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026199_f1.fq.gz,HRA000074
HRR026199_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026199_r2.fq.gz,HRA000074
HRR026200_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026200_f1.fq.gz,HRA000074
HRR026200_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026200_r2.fq.gz,HRA000074
HRR026201_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026201_f1.fq.gz,HRA000074
HRR026201_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026201_r2.fq.gz,HRA000074
HRR026202_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026202_f1.fq.gz,HRA000074
HRR026202_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026202_r2.fq.gz,HRA000074
HRR026203_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026203_f1.fq.gz,HRA000074
HRR026203_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026203_r2.fq.gz,HRA000074
HRR026204_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026204_f1.fq.gz,HRA000074
HRR026204_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026204_r2.fq.gz,HRA000074
HRR026205_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026205_f1.fq.gz,HRA000074
HRR026205_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026205_r2.fq.gz,HRA000074
HRR026206_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026206_f1.fq.gz,HRA000074
HRR026206_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026206_r2.fq.gz,HRA000074
HRR026207_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026207_f1.fq.gz,HRA000074
HRR026207_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026207_r2.fq.gz,HRA000074
HRR026208_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026208_f1.fq.gz,HRA000074
HRR026208_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026208_r2.fq.gz,HRA000074
HRR026209_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026209_f1.fq.gz,HRA000074
HRR026209_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026209_r2.fq.gz,HRA000074
HRR026210_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026210_f1.fq.gz,HRA000074
HRR026210_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026210_r2.fq.gz,HRA000074
HRR026211_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026211_f1.fq.gz,HRA000074
HRR026211_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026211_r2.fq.gz,HRA000074
HRR026212_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026212_f1.fq.gz,HRA000074
HRR026212_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026212_r2.fq.gz,HRA000074
HRR026213_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026213_f1.fq.gz,HRA000074
HRR026213_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026213_r2.fq.gz,HRA000074
HRR026214_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026214_f1.fq.gz,HRA000074
HRR026214_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026214_r2.fq.gz,HRA000074
HRR026215_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026215_f1.fq.gz,HRA000074
HRR026215_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026215_r2.fq.gz,HRA000074
HRR026216_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026216_f1.fq.gz,HRA000074
HRR026216_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026216_r2.fq.gz,HRA000074
HRR026217_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026217_f1.fq.gz,HRA000074
HRR026217_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026217_r2.fq.gz,HRA000074
HRR026218_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026218_f1.fq.gz,HRA000074
HRR026218_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026218_r2.fq.gz,HRA000074
HRR026219_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026219_f1.fq.gz,HRA000074
HRR026219_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026219_r2.fq.gz,HRA000074
HRR026220_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026220_f1.fq.gz,HRA000074
HRR026220_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026220_r2.fq.gz,HRA000074
HRR026221_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026221_f1.fq.gz,HRA000074
HRR026221_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026221_r2.fq.gz,HRA000074
HRR026222_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026222_f1.fq.gz,HRA000074
HRR026222_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026222_r2.fq.gz,HRA000074
HRR026223_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026223_f1.fq.gz,HRA000074
HRR026223_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026223_r2.fq.gz,HRA000074
HRR026224_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026224_f1.fq.gz,HRA000074
HRR026224_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026224_r2.fq.gz,HRA000074
HRR026225_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026225_f1.fq.gz,HRA000074
HRR026225_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026225_r2.fq.gz,HRA000074
HRR026226_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026226_f1.fq.gz,HRA000074
HRR026226_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026226_r2.fq.gz,HRA000074
HRR026227_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026227_f1.fq.gz,HRA000074
HRR026227_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026227_r2.fq.gz,HRA000074
HRR026228_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026228_f1.fq.gz,HRA000074
HRR026228_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026228_r2.fq.gz,HRA000074
HRR026229_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026229_f1.fq.gz,HRA000074
HRR026229_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026229_r2.fq.gz,HRA000074
HRR026230_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026230_f1.fq.gz,HRA000074
HRR026230_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026230_r2.fq.gz,HRA000074
HRR026231_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026231_f1.fq.gz,HRA000074
HRR026231_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026231_r2.fq.gz,HRA000074
HRR026232_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026232_f1.fq.gz,HRA000074
HRR026232_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026232_r2.fq.gz,HRA000074
HRR026233_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026233_f1.fq.gz,HRA000074
HRR026233_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026233_r2.fq.gz,HRA000074
HRR026234_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026234_f1.fq.gz,HRA000074
HRR026234_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026234_r2.fq.gz,HRA000074
HRR026235_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026235_f1.fq.gz,HRA000074
HRR026235_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026235_r2.fq.gz,HRA000074
HRR026236_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026236_f1.fq.gz,HRA000074
HRR026236_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026236_r2.fq.gz,HRA000074
HRR026237_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026237_f1.fq.gz,HRA000074
HRR026237_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026237_r2.fq.gz,HRA000074
HRR026238_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026238_f1.fq.gz,HRA000074
HRR026238_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026238_r2.fq.gz,HRA000074
HRR026239_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026239_f1.fq.gz,HRA000074
HRR026239_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026239_r2.fq.gz,HRA000074
HRR026240_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026240_f1.fq.gz,HRA000074
HRR026240_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026240_r2.fq.gz,HRA000074
HRR026241_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026241_f1.fq.gz,HRA000074
HRR026241_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026241_r2.fq.gz,HRA000074
HRR026242_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026242_f1.fq.gz,HRA000074
HRR026242_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026242_r2.fq.gz,HRA000074
HRR026243_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026243_f1.fq.gz,HRA000074
HRR026243_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026243_r2.fq.gz,HRA000074
HRR026244_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026244_f1.fq.gz,HRA000074
HRR026244_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026244_r2.fq.gz,HRA000074
HRR026245_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026245_f1.fq.gz,HRA000074
HRR026245_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026245_r2.fq.gz,HRA000074
HRR026246_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026246_f1.fq.gz,HRA000074
HRR026246_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026246_r2.fq.gz,HRA000074
HRR026247_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026247_f1.fq.gz,HRA000074
HRR026247_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026247_r2.fq.gz,HRA000074
HRR026248_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026248_f1.fq.gz,HRA000074
HRR026248_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026248_r2.fq.gz,HRA000074
HRR026249_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026249_f1.fq.gz,HRA000074
HRR026249_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026249_r2.fq.gz,HRA000074
